COD;DES
3934;LINGUA E LETTERATURA LATINA 3 V.O
3937;TECNOLOGIE DELL'ISTRUZIONE 2 V.O
3947;IDRAULICA (II MODULO) V.O
3948;TOPOGRAFIA (I MODULO) V.O.
3949;STATISTICA PSICOMETRICA (FONDAMENTALE) (1 S) V.O
3950;LETTERATURA FRANCO-CANADESE V.O
3951;STORIA DEL TEATRO E DELLO SPETTACOLO 1 V.O
3952;STORIA DEL CRISTIANESIMO 2 V.O
3953;STORIA DELLA LINGUA SPAGNOLA V.O.
3954;PEDAGOGIA GENERALE I V.O
3955;PEDAGOGIA GENERALE II V.O
3956;PEDAGOGIA GENERALE III V.O
3957;LINGUA E LETTERATURA PORTOGHESE 2 V.O
3958;LINGUA E LETTERATURA PORTOGHESE 2 (SCRITTO) V.O
3959;STORIA DELL'ARTE DELL'ASIA ORIENTALE V.O
3960;STORIA DELLA GRAMMATICA E DELLA LING. ITAL. 2 V.O
3961;STORIA DELLA FILOLOGIA E TRADIZIONE CLASSICA V.O
3962;DIDATTICA DELLA FILOSOFIA V.O
3963;STORIA DELLA FILOSOFIA CONTEMPORANEA V.O
3964;MUSEOLOGIA E STORIA DEL COLLEZIONISMO V.O
3965;STORIA DELL'ARTE MEDIOEVALE V.O
3966;STORIA DELL'ARTE MODERNA 2 V.O
3967;METODOLOGIA E DIDATT. DELL'INSEGNAMENTO MEDIO V.O
3968;SEMIOLOGIA V.O
3969;ARCHEOLOGIA E TOPOGRAFIA MEDIOEVALE II V.O
3970;INTERAZIONE FRA LE MACCHINE E L'AMBIENTE V.O
3971;SISTEMI DI COMMUTAZIONE V.O
3972;PROGRAMMAZIONE DEI CALCOLATORI ELETTRONICI V.O
3973;MARKETING INTERNAZIONALE V.O
3974;ECONOMIA E GEST.  IMPRESE COMMERCIALI SEM V.O
3975;ECONOMIA DEI TRASPORTI V.O
3976;ECONOMIA DEI MERCATI AGRICOLI E FORESTALI V.O
3977;MECCANICA DELLE VIBRAZIONI V.O
3978;TECNICA DELLE COSTRUZIONI MECCANICHE V.O
3979;CONSERVAZIONE DELLA NATURA E SUE RISORSE V.O
3980;LINGUA TEDESCA PER TESTI FILOSOFICI V.O
3981;LINGUA TEDESCA PER TESTI FILOSOFICI (SCRITTO) V.O
3982;TEORIA E TECN. QUALITA' DELLE MERCI I MODULO V.O
3983;STORIA ECONOMICA DELL'EUROPA CORSO A V.O
3984;DIDATTICA DELLE LINGUE MODERNE V.O
3985;STORIA DEL DIRITTO ROMANO V.O
3986;DIDATTICA DELLE LINGUE MODERNE V.O
3987;STORIA DELL'ARTE DELLE SOCIETA' PRIMORDIALI V.O
3988;STORIA DELL'ARTE DEL PRIMO CRISTIANESIMO V.O
3989;INTRODUZIONE ALLA STORIA DELL'ARTE V.O
3990;ICONOGRAFIA CRISTIANA V.O
3991;INTRODUZIONE ALLA FILOSOFIA V.O
3992;FILOSOFIA MORALE II V.O
3993;PROVA DI LINGUA FRANCESE V.O
3994;ECONOMIA DEI GRUPPI II MODULO V.O
3995;ECONOMIA DEGLI IMPIANTI INDUSTRIALI V.O
3996;ECONOMIA SANITARIA V.O
3997;ECONOMIA DELLA POPOLAZIONE V.O
3998;TECNICA DEL COMMERCIO INTERNAZIONALE V.O
3999;STORIA DELLA CHIESA 2 V.O
4000;ANTICHITA' E ISTITUZIONI MEDIOEVALI V.O.
4001;STORIA DELL'ARTE ANTICA V.O
4002;FILOSOFIA DEL DIRITTO (2 SEM) V.O
4003;MEDICINA SOCIALE (1 SEM) V.O
4004;MEDICINA SOCIALE (2 SEM) V.O
4005;COMUNICAZIONE AZIENDALE V.O
4006;FILOSOFIA DELLA RELIGIONE V.O
4007;DIRITTO DIPLOMATICO E CONSOLARE V.O
4008;METODOLOGIA DELLA RICERCA PEDAGOGICA V.O
4009;PEDAGOGIA SPERIMENTALE V.O
4010;METODOLOGIA DELL'INSEGNAMENTO LINGUISTICO V.O
4011;LINGUA E LETTERATURA TEDESCA 1 (SCRITTO) V.O
4012;LINGUA, CULTURA E IST. PAESI LING. INGLESE 2 V.O
4013;LINGUA E LETTERATURA FRANCESE 4 (SCRITTO) V.O
4014;LINGUA E LETTERATURA TEDESCA 4 (SCRITTO) V.O
4015;SOCIOLOGIA DELLE COMUNICAZIONI DI MASSA V.O
4016;LINGUA INGLESE CORSO AVANZATO V.O.
4017;LETTERATURA ANGLO AMERICANA 2 V.O
4018;LETTERATURA ANGLOCANADESE V.O.
4019;LETTERATURA ANGLOCANADESE 2 V.O
4020;GEOGRAFIA REGIONALE 1 V.O
4021;METODOLOGIA DELL'INSEGNAMENTO LINGUISTICO 2 V.O
4022;STORIA DELLA PEDAGOGIA V.O
4023;STORIA DEL TEATRO E DELLO SPETTACOLO 2 V.O
4024;LINGUA E LETTERATURA INGLESE 2 (SCRITTO) V.O
4025;STORIA ECONOMICA DELL'EUROPA V.O
4026;ECONOMIA DELLO SVILUPPO V.O
4027;STORIA DELLE DOTTRINE ECONOMICHE V.O
4028;DIDATTICA GENERALE (I SEMESTRE) V.O
4029;DIDATTICA GENERALE (II SEMESTRE) V.O
4030;FILOSOFIA DELL'EDUCAZIONE (I SEM) V.O
4031;FILOSOFIA DELL'EDUCAZIONE (II SEM) V.O
4032;STORIA DEL PENSIERO ECONOMICO V.O
4033;LINGUA E LETTERATURA ITALIANA 2 V.O
4034;LETTERATURA TEATRALE ITALIANA 3 V.O
4035;STORIA DELLA MUSICA 2 V.O
4036;DIRITTO INDUSTRIALE V.O
4037;ECONOMIA E TECNICA DELLA PUBBLICITA' V.O
4038;STORIA DELLE TECNICHE ARTISTICHE 2 V.O
4039;ISTITUZIONI DI PEDAGOGIA V.O
4040;STORIA DELLA FILOSOFIA MORALE II V.O
4041;STATISTICA III SEM. V.O
4043;GEOMORFOLOGIA APPLICATA V.O
4044;STORIA DELLA STORIOGRAFIA V.O
4045;MUSICOLOGIA V.O
4046;LINGUA FRANCESE (IDONEITA') V.O
4047;LINGUA TEDESCA V.O
4048;ANTROPOLOGIA FILOSOFICA V.O.
4049;DEMOGRAFIA V.O
4050;SOCIOLOGIA DEI CONSUMI V.O
4051;STORIA DELLE DOTTRINE MORALI V.O
4052;ECONOMIA DELL'ISTRUZIONE  I (1 SEM) V.O
4053;ECONOMIA DELL'ISTRUZIONE  I (2 SEM) V.O
4054;RETI DI TELECOMUNICAZIONE V.O
4055;REVISIONE AZIENDALE 1^ MOD. V.O
4056;REVISIONE AZIENDALE 2^ MOD. V.O
4057;ORGANIZZAZIONE DEI SISTEMI INFORMAT. AZIEND. V.O
4058;DIRITTO COMMERCIALE COMUNITARIO V.O
4059;ELETTRONICA APPLICATA V.O
4061;SOCIOLOGIA  II (1 SEM) V.O
4062;SOCIOLOGIA  II (2 SEM) V.O
4063;STORIA E CRITICA DEL CINEMA (1 SEM) V.O
4064;SOCIOLOGIA DELLA COMUN DI MASSA II (1 SEM) V.O
4065;ISTITUZIONI DI STORIA DELL'ARTE (1 SEM) V.O
4066;STORIA SOCIALE (1 SEM) V.O
4067;STORIA SOCIALE (2 SEM) V.O
4068;SOCIOLOGIA DELLE COMUNICAZ. MASSA  II (2 SEM) V.O
4069;STORIA DELLA FILOSOFIA  II (1 SEM) V.O
4070;STORIA ECONOMICA (2 SEM) V.O
4071;PSICOLOGIA DINAMICA  II (1 SEM) V.O
4072;TEORIA DELLA COMUNICAZIONE  II (1 SEM) V.O
4073;DIRITTO PRIVATO DELL'ECONOMIA V.O
4074;DIRITTO DEI CONSUMI SEM. V.O
4075;GEOGRAFIA DEL PAESAGGIO E DELL'AMBIENTE V.O
4076;TEORIA DEI CAMPIONI V.O
4077;POLITICA ECONOMICA II V.O
4078;ECONOMIA DELLE AZIENDE DI CREDITO V.O
4079;ECONOMIA MONETARIA II V.O
4080;GESTIONE URBANA V.O
4081;FILOSOFIA MORALE E POLITICA V.O
4083;LINGUA TEDESCA V.O
4084;METODOLOGIA DELLE SCIENZE UMANE V.O
4085;AM8-ANALISI NON LINEARE V.O.
4086;MATEMAT.ELEMEN. DA UN PUNTO DI VISTA SUP. V.O
4088;STORIA DELLA SOCIOLOGIA V.O
4089;STORIA DELLA FILOSOFIA MODERNA E CONT. V.O
4092;STORIA DEL CRISTIANESIMO V.O
4093;ETNOLOGIA V.O
4094;PSICOLOGIA V.O
4095;STORIA DEL RISORGIMENTO V.O
4096;DIRITTO COMUNITARIO V.O
4098;SOCIOLOGIA DELLE RELAZIONI INTERNAZIONALI V.O
4099;METODOLOGIA E TECNICA DELLA RICERCA SOCIALE V.O
4100;PRINCIPI METODOLOGICI DELLA PROGET. MECCANIC. V.O
4101;DRAMMATURGIA I V.O
4102;DRAMMATURGIA II V.O
4103;STORIA DEL DISEGNO, INCISIONE E GRAFICA 3 V.O
4105;LINGUA E LETTERATURA ALBANESE 2 (SCRITTO) V.O
4106;LINGUA E LETTERATURA DANESE I (SCRITTO) V.O
4107;LINGUA E LETTERATURA DANESE 3 V.O
4108;MICROECONOMIA AVANZATA V.O
4109;ECONOMIA DEL MERCATO MOBILIARE-I MODULO V.O
4110;ECONOMIA DEL MERCATO MOBILIARE-II MODULO V.O
4111;ECONOMIA MONETARIA INTERNAZIONALE V.O
4112;DIRITTO DEI MERCATI FINANZIARI V.O
4113;ECONOMIA POLITICA (CORSO AVANZATO) V.O
4168;STORIA DELLE TECNICHE ARCHITETTONICHE V.O
4190;PSICOLOGIA DINAMICA  I (2 SEM) V.O
4191;SOCIOLOGIA DELLA FAMIGLIA (1 SEM) V.O
4192;PEDAGOGIA DELLA MARGINALITA' (1 SEM) V.O
4193;PEDAGOGIA DELLA MARGINALITA' (2 SEM) V.O
4194;PSICOLOGIA DELLO SVILUPPO  II (2 SEM) V.O
4195;SOCIOLOGIA DELLO SVILUPPO (2 SEM) V.O
4196;STORIA DEL CRISTIANESIMO  I (2 SEM) V.O
4197;ISTITUZIONI DI SOCIOLOGIA (2 SEM) V.O
4198;SCIENZA DELLE COSTRUZIONI (II MODULO) V.O
4199;MECCANICA APPLICATA ALLE MACCHINE (I MODULO) V.O
4200;SCIENZA DEI MATERIALI 1 (I MODULO) V.O
4201;GEOLOGIA APPLICATA (I MODULO) V.O
4202;PSICOLOGIA DELLA PERSON. DIFF. INDIV. (1 SEM) V.O
4203;FONDAMENTI DI GEOTECNICA (I MODULO) V.O
4204;FONDAMENTI DI INFORMATICA (I MODULO) V.O
4205;ELETTROTECNICA (I MODULO) V.O
4206;COSTRUZIONI IDRAULICHE (I MODULO) V.O
4207;COSTRUZIONI IDRAULICHE (II MODULO) V.O
4208;INGEGNERIA SANITARIA AMBIENTALE (I MODULO) V.O
4209;TECNICA DELLE COSTRUZIONI 1 (I MODULO) V.O
4210;TECNICA URBANISTICA (I MODULO) V.O
4211;METODOLOGIA DELLA RICERCA PEDAG.CA  II (1 S) V.O
4212;TEATRI ORIENTALI II V.O
4213;ORGANOLOGIA E STORIA DEGLI STRUMENTI MUSICALI V.O
4214;DIRITTO DEL MERCATO FINANZIARIO V.O
4215;ECONOMIA DELLE IMPRESE PUBBLICHE V.O
4216;RELIGIONI DEI POPOLI PRIMITIVI II V.O
4217;RELIGIONI DEL VICINO ORIENTE ANTICO II V.O
4218;CRITICA SHAKESPERIANA I V.O
4219;CRITICA SHAKESPERIANA II V.O
4220;STORIA E VITA CULTURALE IN AUSTRIA V.O
4221;TECNICA ED ECONOMIA DEI TRASPORTI (I MODULO) V.O
4222;TECNICA ED ECONOMIA DEI TRASPORTI (II MODULO) V.O
4223;ECONOMIA APPLICATA ALL'INGEGNERIA (I MODULO) V.O
4224;PROGETTO DI STRADE, FERROVIE E AEROP. (1 MOD) V.O
4225;TECNICA DEI LAVORI STRAD. FER. AER. (I MOD) V.O
4226;LOGICA MATEMATICA V.O
4227;ROBOTICA INDUSTRIALE (I MODULO) V.O
4228;ELETTROTECNICA (II MODULO) V.O
4229;LESSICOGRAFIA E LESSICOLOGIA ITALIANA V.O
4230;LETTORATO LATINO 2 V.O
4231;ELETTRONICA 1 (I MODULO) V.O
4232;ELETTRONICA I (2 MODULO) V.O
4233;ELETTRONICA DEI SISTEMI DIGITALI (I MODULO ) V.O
4234;ELETTRONICA DEI SISTEMI DIGITALI (II MODULO) V.O
4235;FONDAMENTI DI AUTOMATICA (I MODULO) V.O
4236;COMUNICAZIONI ELETTRICHE (I MODULO) V.O
4237;CAMPI ELETTROMAGNETICI 1 (I MODULO) V.O
4238;TEORIA DEI SEGNALI (I MODULO) V.O
4239;CALCOLATORI ELETTRONICI (I MODULO) V.O
4240;MISURE ELETTRICHE (I MODULO) V.O
4241;SISTEMI INFORMATIVI (I MODULO) V.O
4242;DISPOSITIVI ELETTRONICI (I MODULO) V.O
4243;TECNOLOGIE E MATERIALI PER L'ELETTR. (I MOD) V.O
4244;MICROELETTRONICA (1 MODULO) V.O
4245;MICROELETTRONICA (II MODULO) V.O
4246;ELETTRONICA DELLO STATO SOLIDO (I MODULO) V.O
4247;FOTONICA (I MODULO) V.O
4248;TIROCINIO (I MODULO) V.O.
4249;RICERCA OPERATIVA (I MODULO) V.O
4250;ARCHITETTURA DEGLI ELABORATORI V.O
4251;CALCOLATORI ELETTRONICI (II MODULO) V.O
4252;TIROCINIO (II MODULO) V.O.
4253;INFORMATICA GRAFICA (I MODULO) V.O
4254;FONDAMENTI DI AUTOMATICA (II MODULO) V.O
4255;STRUMENTI E MISURE PER L'AUTOMAZIONE (I MOD) V.O
4256;STATISTICA MATEMATICA V.O
4257;COMUNICAZIONI ELETTRICHE (II MODULO) V.O
4258;AUTOMAZIONE INDUSTRIALE (I MODULO) V.O
4259;IMPIANTI DI ELABORAZIONE (I MODULO) V.O
4260;STORIA DELL'ARCHITETTURA ANTICA E MEDIOEVALE V.O
4261;SOCIOLOGIA RURALE E URBANA (SEM) V.O
4262;STORIA DELLA LETTERATURA PAESI FRANCOFONI I V.O
4263;STORIA DELLA LETTERATURA PAESI FRANCOFONI II V.O
4264;STORIA DELLA LETTERATURA PAESI FRANCOFONI III V.O
4265;STORIA E GRAMM. STORICA DELLA LINGUA FRANCESE V.O
4266;FINANZA AZIENDALE SEM V.O
4267;STORIA DELLA SARDEGNA MODERNA V.O
4268;LETTERATURA NORD-AMERICANA II V.O
4269;STORIA MODERNA E CONTEMPORANEA II V.O
4270;GESTIONE D'IMPRESA V.O
4271;LEGISLAZIONE DEL LAVORO V.O
4272;SOCIOLOGIA DEL LAVORO V.O
4273;ECONOMIA POLITICA (1 SEM) V.O
4274;DIDATTICA DELLA LINGUA INGLESE V.O
4275;LETTERATURA TEDESCA MODERNA E CONTEMPORANEA V.O
4276;ETICA SOCIALE V.O
4277;SISTEMI INFORMATIVI (II MODULO) V.O
4278;IMPIANTI DI ELABORAZIONE (II MODULO) V.O
4279;SISTEMI OPERATIVI (I MODULO) V.O
4280;BASI DI DATI (I MODULO) V.O
4281;PROGRAMMAZIONE 2 V.O
4282;MATEMATICA DISCRETA V.O
4283;FISICA TECNICA (I MODULO) V.O
4284;APPLICAZIONI INDUSTRIALI ELETTRICHE (I MOD) V.O
4285;FLUIDODINAMICA I (I MODULO) V.O
4286;IDRODINAMICA 1 (I MODULO) V.O
4287;MACCHINE (I MODULO) V.O
4288;MOTORI A COMBUSTIONE INTERNA (I MODULO ) V.O
4289;METODI FORMALI DELL'INFORMATICA V.O
4290;TEORIA E PRATICA DELLA TRADUZIONE V.O
4292;BIOLOGIA GENERALE (1 SEM) V.O
4293;BIOLOGIA GENERALE (2 SEM) V.O
4294;STATISTICA PSICOMETRICA (1 SEM) V.O
4295;STATISTICA PSICOMETRICA (2 SEM) V.O
4296;PSICOLOGIA DELLA PERSON. DIFF. INDIV. (1 SEM) V.O
4297;FILMOLOGIA GERMANICA I V.O
4298;SINTASSI E STILISTICA DELLA LINGUA ITALIANA 2 V.O
4299;PSICOLOGIA DELLA PERCEZIONE (1 SEM) V.O
4300;METODOLOGIA E TECNICA RICOGNIZ. E SCAVO V.O
4301;SCIENZA E TECNICA DEL RESTAURO V.O
4302;ELEMENTI DI INFOR. SCIEN. CAT. BEN. CUL. (1S) V.O
4303;STORIA E ISTIT. PAESI AFROASIATICI (1 SEM) V.O
4304;ISTITUZIONI DI DIRITTO PRIVATO (1 SEM) V.O
4305;SCIENZA DELLE FINANZE (1 SEM) V.O
4306;PSICOLOGIA DELLA PERS. E DIFF. INDIV. (2 SEM) V.O
4307;SOCIOLOGIA GIURIDICA (1 SEM) V.O
4308;ISTITUZIONI DI DIRITTO ROMANO (1 SEM) V.O
4309;STORIA DEL DIRITTO ITALIANO (1 SEM) V.O
4310;DIRITTO ROMANO (1 SEM) V.O
4311;STORIA DELLE DOTTRINE POLITICHE (1 SEM) V.O
4312;LINGUA INGLESE BIENNALE (1 SEM) V.O.
4313;LINGUA INGLESE BIENNALE (2 SEM) V.O.
4314;FONDAMENTI ANATOMOFIS. ATTIV. PSICH. (1 SEM) V.O
4315;AEROELASTICITA' APPLICATA (I MODULO) V.O.
4316;IMPIANTI MECCANICI (I MODULO) V.O
4317;SICUREZZA DEL LAVORO E DIFESA AMB. (I MOD) V.O
4318;STORIA E TECNICA DELLE INFORMAZIONI V.O
4319;MISURE MECCANICHE TERMICHE E COLLAUDI (1 MOD) V.O
4320;AZIONAMENTI ELETTRICI (I MODULO) V.O
4321;ELEMENTI COSTRUTTIVI DELLE MACCHINE (I MOD) V.O
4322;COSTRUZIONE DI MACCHINE (I MODULO) V.O
4323;TECNOLOGIA MECCANICA (I MODULO) V.O
4324;OLEODINAMICA E PNEUMATICA (I MODULO) V.O
4325;PREISTORIA E PROTOSTORIA DI 1 REGIONE EUROPEA V.O
4326;EPIGRAFIA LATINA V.O
4327;STORIA DELLE TECN. ARTISTICHE E DEL RESTAURO V.O
4328;STORIA DELL'ARCHITETTURA E DELL'URBANISTICA V.O
4329;STORIA DELLA SCUOLA E ISTIT. EDUC. II (1 SEM) V.O
4330;DIRITTO COSTITUZIONALE V.O
4331;STORIA DELLA SCUOLA E ISTIT. EDUC. II (2 SEM) V.O
4332;PROVA DI LINGUA GIAPPONESE V.O
4333;ORGANIZZAZIONE DELLE AZIENDE E AMM. PUBB. V.O
4334;GRAMMATICA GRECA E LATINA II V.O
4335;METODOLOGIA DELLA RICERCA PEDAG.CA  II (1 S) V.O
4336;METODOLOGIA DELLA RICERCA PEDAG.CA  II (2 S) V.O
4337;TEORIA E TECNICA DELLE COMUNICAZ. DI MASSA 3 V.O
4338;STORIA DELLA CULTURA SPAGNOLA V.O
4339;TEORIA DELLE DECISIONI V.O
4340;STATISTICA V.O
4341;RICERCA OPERATIVA E GESTIONE AZIENDALE V.O
4342;DIRITTO COMMERCIALE COMUNITARIO V.O
4343;DIRITTO MUSULMANO PAESI ISLAMICI V.O
4344;GE3-GEOMETRIA III MODULO V.O
4345;AL2-ALGEBRA (II MODULO) V.O.
4346;AM4-ANALISI MATEMATICA (IV MODULO) V.O.
4347;GE4-GEOMETRIA (IV MODULO) V.O
4348;FM2-SISTEMI DINAMICI (II MODULO) V.O
4349;LETTERATURA FRANCESE MODERNA CONTEMPORANEA V.O
4350;FS2-FISICA (II MODULO) V.O
4351;AM3-ANALISI MATEMATICA (III MODULO) V.O.
4352;PROGRAMMAZIONE V.O
4353;GE5-ISTITUZ. DI GEOMETRIA SUPERIORE (I MOD) V.O
4354;FM3-ISTITUZ. DI FISICA MATEMATICA (I MODULO) V.O
4355;FS3-FISICA (III MODULO) V.O
4356;FS4-FISICA (IV MODULO) V.O
4358;SOCIOLOGIA DELLA LETTERATURA V.O
4359;PEDAGOGIA INTERCULTURALE  II (2 SEM) V.O.
4360;RAGIONERIA DELLE AZIENDE PUBBLICHE V.O
4361;ECONOMIA E POLITICA DEL LAVORO V.O
4362;ARREDAMENTO V.O
4363;ANALISI MORF.URB.E DELLA TIPOL.EDILIZIA V.O
4364;LINGUISTICA FRANCESE 2 V.O
4365;CALCOLO DELLE PROBABIL. E STATISTICA (SEM) V.O
4366;ECONOMIA MATEMATICA APPLICATA ALL'INGEGNERIA V.O
4367;PEDAGOGIA SPECIALE II SEMESTRALE V.O
4368;STORIA DELL'AMERICA DEL NORD V.O
4369;STORIA DELLA CULTURA FRANCESE 2 V.O
4370;ANTICHITA' NUBIANE V.O
4371;ANTICHITA' NUBIANE II V.O
4372;PROVA SCRITTA DI LINGUA SPAGNOLA V.O
4373;LETTERATURA E STORIA DELLE TRADIZ. POPOLARI V.O
4374;STORIA DELL'ARTE FIAMMINGA E OLANDESE I V.O
4375;SEMIOTICA V.O
4376;STORIA DELL'ARTE V.O
4377;STORIA DELLE TECNICHE ARCHITETTONICHE (SEM) V.O
4378;STORIA SOCIALE DELL'ARTE V.O
4379;BIOLOGIA APPLICATA AI BENI CULTURALI (1SEM) V.O
4380;CRIMINOLOGIA (1 SEM) V.O
4381;LETTERATURA ANGLO-IRLANDESE II V.O
4382;DIDATTICA DELLA GEOGRAFIA (1 SEM) V.O
4383;STATISTICA PSICOMETRICA (FONDAMENTALE) (2 S) V.O
4384;CULTURA TECNOLOGICA DELLA PROGETTAZIONE(*) V.O
4385;CULTURA TECNOLOGICA DELLA PROGETTAZIONE V.O
4386;ECONOMIA DELLO SVILUPPO II V.O
4387;ECONOMIA GRUPPI, CONCENTRAZ. COOP. AZIENDALI V.O
4388;STORIA DELL'AMERICA V.O
4389;TENDENZE STORIOGRAFICHE ATTUALI V.O
4390;STATISTICA GIUDIZIARIA V.O
4391;SOCIOLOGIA DELL'ORGANIZZAZIONE (C. AVANZATO) V.O
4392;SOCIOLOGIA II V.O
4393;SOCIOLOGIA URBANA V.O
4394;SOCIOLOGIA DELLA FAMIGLIA V.O
4395;SOCIOLOGIA SERVIZI SOCIALI V.O
4396;SOCIOLOGIA DELL'EDUCAZIONE V.O
4397;SOCIOLOGIA DELLE RELIGIONI V.O
4398;ECONOMIA E GEST. DELLE RISORSE UMANE V.O
4399;ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE V.O
4400;STORIA DEI RAPPORTI TRA STATO E CHIESA V.O
4401;STATISTICA AZIENDALE V.O
4402;STORIA DELL'AMERICA DEL NORD V.O
4403;DIRITTO DEI MEZZI DI COMUNICAZIONE DI MASSA V.O
4404;ORGANIZZAZIONE E GESTIONE DELLE AMMIN. PUBBL. V.O
4406;STORIA DEL DIRITTO ITALIANO MODERNO E CONT. V.O
4407;DIRITTO TRIBUTARIO V.O
4408;DIRITTO COMMERCIALE V.O
4409;ECONOMIA E TECNICA DELLA COMUNICAZ. AZIENDALE V.O
4410;TECNICA DELL'ORGANIZ. E DEI SERVIZI AMMINIST. V.O
4411;LINGUA E LETTERATURA DANESE II (SCRITTO) V.O
4412;PSICOLOGIA V.O
4414;LINGUA ROMENA V.O
4415;STORIA DEL GIORNALISMO E DELL'INFORMAZIONE V.O
4416;STORIA DELLA CRITICA E DELLA LETTER. ITALIANA V.O
4417;PSICOLOGIA DELL'ETA' EVOLUTIVA 2 V.O
4418;LINGUA E LETTERATURA GRECA 3 V.O
4419;ANALISI MATEMATICA II V.O.
4420;PSICOLOGIA INDUSTRIALE V.O
4421;ECONOMIA DEL MERCATO MOBILIARE V.O
4422;GEOGRAFIA CORSO ITERATO V.O
4423;TEORIA E TECN. DEL LING. GIORNALISTICO II V.O
4424;DIRITTO SINDACALE V.O
4425;SOCIOLOGIA DELL'ORGANIZZAZIONE V.O
4426;CITOLOGIA E ISTOLOGIA (1 SEM) V.O
4427;BOTANICA (1 SEM) V.O
4428;ANALISI E CONTABILITA' DEI COSTI V.O
4429;ELABORATORI ELETTRONICA E SISTEMI MECCANOGR. V.O
4430;METODOLOGIA CRITICA SPETTACOLO 1 V.O
4431;FILOLOGIA BIZANTINA V.O
4432;DIRITTO DEI MERCATI FINANZIARI SEM V.O
4433;LETTERATURA BIZANTINA V.O
4434;TECNICA AMMINISTRATIVA PUBBLICI SERVIZI V.O
4435;DIREZIONE AZIENDALE V.O
4436;FILOSOFIA DEL DIRITTO (2 SEM) V.O
4437;ECONOMIA E GEST. INNOVAZIONE AZIENDALE V.O
4438;STORIA DEL DIRITTO ROMANO (1 SEM) V.O
4439;STORIA DEL DIRITTO ROMANO (2 SEM) V.O
4440;STUDI FRANCESCANI V.O
4441;PSICOPATOLOGIA GENERALE (2 SEM) V.O
4442;METODOLOGIA E TECN GIOCO E DELL'ANIM.(1 SEM) V.O
4443;GEOGRAFIA UMANA V.O
4444;DIRITTO URBANISTICO V.O
4445;SEZIONI BILANCIATE (SEM) V.O
4446;LINGUA TEDESCA (IDONEITA') V.O
4447;RAGIONERIA PUBBLICA V.O
4448;ECONOMIA DI MERCATO DEI PRODOTTI AGRICOLI V.O
4449;CULTURA GENERALE V.O
4450;CONTABILITA' AZIENDALE V.O
4451;STORIA DEL PENSIERO POLITICO V.O
4452;PSICOLOGIA GENERALE 1 V.O
4453;LINGUA GRECA V.O
4454;PEDAGOGIA (FONDAMENTALE) (1 SEM) V.O
4455;PEDAGOGIA (FONDAMENTALE) (2 SEM) V.O
4456;LEGISLAZIONE BANCARIA V.O
4457;SISTEMA POLITICO ITALIANO V.O
4458;POLITICA MONETARIA V.O
4459;ELABORATORI ELETTRONICI (IDONEITA') V.O
4460;MATEMATICA (I MODULO) V.O
4461;CHIMICA (I MODULO) V.O
4462;GEOLOGIA (I MODULO) V.O
4463;BIOLOGIA (1 MODULO) V.O
4464;ECONOMIA E CULTURA EUROPEA (I MODULO) V.O
4465;MATEMATICA (II MODULO) V.O
4466;FISICA (II MODULO) V.O
4467;FISICA (I MODULO) V.O
4468;CHIMICA (II MODULO) V.O
4469;GEOLOGIA (II MODULO) V.O
4470;BIOLOGIA (2 MODULO) V.O
4471;ECOLOGIA (MODULO) V.O
4472;ECONOMIA E CULTURA EUROPEA (II MODULO) V.O
4473;ANALISI ECONOMICA V.O
4474;CALCOLO NUMERICO (SEMESTRALE) V.O
4475;AL3-ALGEBRA (III MODULO) V.O.
4476;TECNOLOGIA DEGLI ELAB. IN TEMPO REALE 1 (HW) V.O
4477;GEOMETRIA (SEMESTRALE) V.O
4478;ALGEBRA (SEMESTRALE) V.O.
4479;ANALISI MATEMATICA I V.O.
4480;CRITICA SHAKESPEARIANA V.O
4481;FISICA I V.O
4482;TEORIA DELLA MUSICA V.O
4483;CORSO INTEGRATO.FIS.STATISTICA.E INFORMATICO V.O
4484;TEORIA E TECNICA DEL LINGUAG. GIORNALISTICO 3 V.O
4485;CHIMICA V.O
4486;WEB ECONOMY I MODULO V.O.
4487;LINGUA E LETTERATURA INGLESE I (SCRITTO) V.O
4488;DIRITTO DEI PAESI ARABI V.O
4489;STORIA DELLA FILOL. DELLA TRADIZ. CLASSICA II V.O
4490;SOCIOLOGIA DELL'ORGAN.(MODULO 15 ORE) V.O
4492;STORIA GIORNALISMO E COMUNICAZIONI DI MASSA V.O
4493;SOCIOLOGIA DELL'ORGANIZZAZIONE V.O
4494;STORIA AMERICANA V.O
4495;STORIA DEL DIRITTO V.O
4496;TECNOLOGIA DEGLI ELABORATORI ELETTRONICI V.O
4497;PROGETTO DEI SISTEMI NUMERICI V.O
4498;STORIA DELLE RELAZIONI INTERNAZIONALI II V.O
4499;LETTERATURA INGLESE V.O
4500;LETTERATURA FRANCESE V.O
4501;EDUCAZIONE AMBIENTALE I (1 SEM) V.O
4502;STATISTICA MATEMATICA (I MODULO) V.O
4503;ANALISI NUMERICA (I MODULO) V.O
4504;MATEMATICA APPLICATA: LABORATORIO V.O
4505;INFORMATICA GENERALE V.O
4506;DIRITTO DELL'UNIONE EUROPEA V.O
4507;STORIA DELLA LETTERATURA ITAL. MOD. E CONT. 4 V.O
4508;PSICOLOGIA DEI PROCESSI COGNITIVI V.O
4509;ANALISI MATEMATICA I (2 MOD.) V.O
